Data,Vento0,Vento1,Vento2,Vento3,Vento4,Vento5,Vento6,Vento7,Vento8,Vento9,Vento10,Vento11,Vento12,Vento13,Vento14,Vento15,Vento16,Vento17,Vento18,Vento19,Vento20,Vento21,Vento22,Vento23
30-AGO-2012,2.0,1.3,2.7,2.8,2.4,1.1,2.3,1.5,2.1,1.0,2.7,2.2,2.3,2.9,3.1,3.2,3.5,4.5,4.5,3.9,3.9,5.2,3.7,3.1
31-AGO-2012,2.7,3.4,2.0,2.8,2.6,2.5,0.9,0.7,0.8,1.0,3.0,3.5,3.5,3.7,4.2,5.0,5.1,4.5,5.1,4.0,4.9,4.6,4.6,3.4
01-SET-2012,3.3,3.5,3.2,3.2,3.1,3.3,3.8,4.5,2.6,2.8,3.8,4.6,5.5,5.2,4.6,4.5,4.6,4.0,3.7,4.5,3.0,4.0,3.2,1.6
02-SET-2012,3.3,3.6,4.0,3.8,3.8,3.8,1.9,2.1,2.4,0.9,2.7,4.0,4.2,4.4,3.5,3.3,3.1,3.4,2.6,2.7,3.4,3.2,3.8,2.3
03-SET-2012,3.7,5.4,3.7,2.5,3.0,3.1,2.9,3.0,2.0,2.6,2.9,2.8,3.0,4.1,3.4,3.8,2.8,3.3,1.9,3.1,1.8,1.1,3.6,2.2
04-SET-2012,2.6,2.6,3.0,4.1,3.7,1.7,2.2,1.6,1.7,3.2,3.6,2.5,4.3,3.2,3.0,3.5,3.9,3.5,2.3,3.8,2.4,3.9,2.4,4.5
05-SET-2012,5.9,4.4,4.0,6.6,4.0,4.2,3.1,4.9,3.5,3.1,4.1,6.4,4.1,4.7,4.2,5.1,5.4,4.1,5.4,4.5,5.0,4.6,4.9,4.2
06-SET-2012,4.7,3.2,4.6,3.8,4.6,3.1,2.6,2.7,3.2,2.3,3.4,3.0,3.3,4.4,4.0,3.5,3.7,2.5,2.7,3.6,5.4,3.8,3.0,5.8
07-SET-2012,4.8,2.9,3.4,2.3,2.4,1.7,0.7,1.4,1.3,1.5,3.0,3.7,5.5,4.8,3.7,4.4,4.5,3.4,3.1,3.4,5.6,3.8,2.9,3.5
08-SET-2012,2.4,2.2,3.4,3.4,3.0,4.2,3.8,3.2,2.7,2.5,3.0,4.5,5.1,6.1,5.5,3.7,5.6,3.8,5.5,4.0,5.0,5.0,5.1,3.7
09-SET-2012,3.4,3.7,2.8,3.4,3.9,3.2,3.1,3.3,2.8,3.2,2.8,3.9,3.8,5.0,5.2,3.6,3.5,3.6,4.5,5.3,4.7,4.2,4.2,4.2
10-SET-2012,4.2,3.7,6.1,3.7,2.4,4.0,3.6,3.7,3.2,4.2,4.3,5.2,5.5,5.8,4.6,5.1,4.2,3.3,5.2,4.1,4.5,3.5,3.4,4.5
11-SET-2012,3.5,3.6,3.0,2.6,1.9,1.6,2.0,2.7,1.5,2.7,3.1,2.3,2.8,3.4,3.2,2.5,3.3,2.1,3.3,2.3,2.3,2.1,1.7,2.2
12-SET-2012,1.6,1.1,3.2,1.9,3.2,3.2,2.5,1.4,2.3,2.5,2.7,2.0,3.2,2.8,2.8,2.6,3.8,3.6,4.0,3.1,2.5,1.5,1.2,1.9
13-SET-2012,1.4,2.6,2.2,2.3,2.0,1.8,1.2,1.5,2.1,1.9,2.7,1.5,2.7,4.1,4.4,3.7,3.4,3.7,4.6,4.4,2.9,3.5,2.2,3.4
14-SET-2012,3.4,2.2,1.7,1.6,2.2,2.4,2.3,1.8,2.1,0.9,1.2,3.5,3.5,3.4,3.2,3.6,2.2,4.1,4.2,4.5,5.6,4.4,3.1,6.0
15-SET-2012,5.0,5.7,5.8,5.4,4.5,3.3,2.2,2.3,1.3,1.0,2.7,3.2,3.4,4.4,4.3,4.4,3.2,3.7,4.1,4.1,3.1,3.4,3.6,3.2
16-SET-2012,2.5,4.6,3.4,3.8,3.5,1.8,1.5,1.8,1.8,2.6,1.6,3.3,4.7,4.8,4.8,4.3,5.0,3.7,2.6,4.7,3.9,4.2,3.3,3.9
17-SET-2012,4.2,5.3,4.4,4.1,2.8,2.4,2.5,2.0,2.1,2.8,3.7,3.3,3.7,3.9,3.9,2.8,2.6,3.9,3.9,3.6,3.8,2.7,3.5,4.3
18-SET-2012,4.1,4.2,5.5,4.8,5.3,5.0,3.5,2.9,2.3,1.9,2.9,4.2,4.0,4.2,3.0,3.3,4.5,2.7,3.9,3.1,3.9,3.9,4.5,3.5
19-SET-2012,3.9,2.0,3.9,3.3,3.3,2.7,2.8,3.2,2.5,2.6,2.3,2.4,3.4,4.1,2.8,3.2,3.3,2.4,2.0,3.3,2.6,1.6,3.4,2.7
20-SET-2012,3.4,2.5,3.0,3.4,2.4,1.8,1.3,1.4,1.0,1.3,3.2,1.6,2.3,2.1,2.9,2.3,2.2,2.9,2.5,3.4,1.5,0.7,1.5,0.7
21-SET-2012,1.3,1.5,1.4,1.8,1.0,2.0,2.3,2.5,1.9,2.2,3.2,3.7,2.2,2.0,3.0,2.5,3.2,4.1,4.3,4.5,2.4,2.2,2.6,2.2
22-SET-2012,1.8,1.6,1.4,1.5,2.4,3.1,2.7,2.0,2.1,2.0,2.6,2.2,2.1,1.8,2.5,1.6,2.1,2.4,1.5,1.8,2.5,1.8,3.6,4.1
23-SET-2012,3.6,2.9,1.6,2.8,2.7,1.8,3.2,3.1,2.7,1.5,3.1,2.4,2.7,4.9,4.5,3.3,3.4,3.5,1.7,3.0,4.1,3.7,4.4,3.8
24-SET-2012,5.8,4.0,4.7,3.9,3.1,2.4,2.4,3.1,2.3,3.0,3.9,5.2,4.9,5.5,6.2,5.7,4.8,5.2,5.8,6.0,3.3,3.3,3.2,2.8
25-SET-2012,3.0,2.5,4.0,3.5,3.1,2.1,1.5,1.6,1.1,2.0,2.2,2.4,2.5,2.6,2.7,1.8,2.6,2.6,2.7,1.7,2.1,0.8,0.6,1.0
26-SET-2012,2.8,0.7,2.8,3.6,1.6,1.7,1.5,1.4,1.4,0.8,1.8,2.8,2.5,2.4,1.4,2.7,1.9,2.3,1.4,2.5,2.4,1.9,2.9,3.7
27-SET-2012,2.5,1.9,1.3,1.7,1.4,3.6,1.5,2.2,1.5,1.9,1.6,1.7,4.1,2.4,4.0,2.8,3.8,4.0,3.8,5.1,5.2,5.8,5.7,6.1
28-SET-2012,5.8,5.3,5.7,3.2,2.5,2.4,2.1,2.6,2.7,1.7,3.4,4.7,6.2,6.4,4.9,4.5,5.1,5.6,4.3,4.8,5.0,4.2,6.3,2.8
29-SET-2012,4.9,3.5,4.9,6.2,4.1,5.6,5.0,2.5,5.0,2.8,5.1,5.3,4.9,4.8,4.3,5.3,3.7,5.8,4.2,4.7,4.7,4.5,4.9,4.2
30-SET-2012,4.6,5.1,5.1,4.7,4.8,3.9,3.0,3.2,2.0,3.3,3.6,4.5,5.2,4.3,4.0,4.8,4.7,3.9,5.6,3.2,2.9,4.5,4.6,4.3
01-OUT-2012,5.5,3.7,4.6,4.5,3.9,4.0,4.8,5.3,4.7,4.0,3.3,4.9,4.0,3.6,4.9,4.3,4.2,4.1,4.3,4.1,4.0,3.4,3.8,5.1
02-OUT-2012,3.9,3.4,3.1,4.0,4.2,2.4,2.7,1.6,2.4,2.6,3.7,5.0,4.0,3.4,2.8,4.1,2.7,1.9,3.0,3.0,3.7,2.3,3.1,3.5
03-OUT-2012,4.2,6.2,4.5,2.2,2.8,2.8,1.9,2.1,1.3,2.3,2.7,3.0,2.1,3.9,3.4,2.7,3.1,3.8,3.3,4.1,3.7,4.0,4.3,4.7
04-OUT-2012,4.6,5.1,3.1,2.8,2.5,1.5,2.6,2.6,4.0,4.3,3.2,5.2,5.3,4.9,3.4,3.4,4.9,5.4,5.4,6.6,3.5,4.2,3.4,2.0
05-OUT-2012,2.3,4.7,2.9,2.5,2.6,1.9,1.4,2.3,2.6,4.3,6.2,5.0,5.3,5.8,5.1,5.7,5.4,6.0,4.7,7.1,4.4,3.8,4.3,4.3
06-OUT-2012,5.0,4.0,3.0,2.1,2.6,2.9,2.6,4.0,2.7,2.4,3.7,4.3,5.8,5.3,4.2,4.5,3.1,3.1,3.7,3.4,4.9,4.2,4.0,2.8
07-OUT-2012,4.1,5.7,4.1,4.4,2.6,2.7,2.0,1.6,1.5,1.9,2.6,3.2,4.5,4.1,4.5,3.8,3.3,4.2,3.6,3.9,3.8,3.5,3.9,4.1
08-OUT-2012,3.6,4.0,3.8,4.2,2.6,4.4,3.7,4.2,1.9,3.1,5.3,4.7,4.4,4.4,5.6,4.7,4.8,5.5,5.2,4.6,4.7,3.5,4.0,4.3
09-OUT-2012,3.6,2.7,2.5,3.3,3.3,3.4,4.0,3.5,3.4,3.3,4.2,4.4,6.3,4.3,5.0,3.7,4.3,4.6,5.1,4.6,3.4,4.0,3.3,3.4
10-OUT-2012,4.7,5.3,3.1,2.9,2.0,1.5,1.7,1.0,1.0,0.8,2.4,4.2,2.3,3.3,3.6,3.4,1.5,2.6,1.3,3.1,2.0,1.2,4.9,3.4
11-OUT-2012,3.0,2.9,2.3,2.3,3.8,2.6,1.3,1.7,0.8,0.8,1.3,4.3,5.1,4.6,4.2,3.1,2.6,1.6,2.4,2.6,3.7,2.1,2.1,2.9
12-OUT-2012,2.1,2.6,4.8,4.1,3.2,1.1,1.4,0.9,1.6,2.7,1.6,4.7,3.4,2.8,2.3,2.4,3.1,1.8,4.1,1.9,2.9,2.3,3.8,3.6
13-OUT-2012,5.1,4.0,2.3,2.2,1.9,2.3,2.4,2.7,2.1,2.3,4.0,3.8,3.5,2.5,3.3,4.3,4.6,3.3,2.9,3.6,4.0,4.2,3.8,4.3
14-OUT-2012,3.8,5.9,4.4,4.6,4.2,3.6,3.8,3.1,2.4,3.3,5.4,3.3,3.1,3.8,3.9,3.5,3.7,3.1,2.2,2.6,2.8,4.1,4.0,3.9
15-OUT-2012,4.4,5.7,5.0,3.9,3.2,1.9,3.1,2.5,1.8,1.8,2.8,2.1,2.4,2.7,2.6,1.8,3.4,3.1,1.6,3.0,2.8,1.9,1.5,1.3
16-OUT-2012,3.7,3.6,3.8,3.7,2.8,3.0,2.0,1.2,1.9,1.8,2.8,2.2,3.1,2.9,3.5,3.0,3.7,3.5,2.6,3.6,2.6,3.4,3.6,4.7
17-OUT-2012,3.4,4.8,3.6,2.4,4.2,2.9,3.3,2.9,2.2,1.8,2.7,5.5,3.9,3.3,2.8,4.0,3.4,2.7,3.8,3.0,3.5,3.4,5.7,4.9
18-OUT-2012,4.9,1.8,1.9,1.4,2.8,1.7,2.8,1.0,2.7,1.9,3.2,3.6,2.5,4.1,2.9,3.2,2.0,3.7,4.1,1.9,1.6,2.4,2.7,4.1
19-OUT-2012,2.7,1.9,2.9,2.5,3.4,2.3,4.4,2.2,2.0,2.7,4.3,3.8,4.4,3.7,3.1,3.2,3.3,3.3,5.0,2.9,3.5,4.4,3.8,4.1
20-OUT-2012,3.8,3.3,3.3,4.1,4.6,4.1,3.7,3.4,3.7,3.8,5.3,4.9,4.8,5.0,4.2,4.0,3.4,4.7,3.2,4.6,4.4,3.5,3.9,2.6
21-OUT-2012,3.4,4.4,3.8,4.6,3.5,2.2,3.4,3.5,3.4,3.1,4.2,4.6,4.8,4.3,3.6,3.6,4.2,3.1,4.4,2.5,1.8,2.7,3.2,3.5
22-OUT-2012,3.6,4.1,4.8,3.2,2.5,2.0,3.6,1.7,2.6,1.8,2.5,2.5,2.1,1.6,1.9,1.9,3.3,3.0,1.4,1.7,2.3,1.1,0.7,0.7
23-OUT-2012,1.5,2.7,1.9,1.2,2.1,1.3,1.4,1.8,2.9,1.8,1.8,3.3,4.0,2.1,3.8,3.0,2.1,3.9,2.9,1.8,1.2,1.6,0.5,3.1
24-OUT-2012,3.0,2.4,4.1,2.3,3.1,2.1,2.2,2.9,2.5,2.0,3.1,3.2,3.4,2.3,3.6,2.8,2.8,4.2,2.2,3.0,1.7,2.3,2.1,4.6
25-OUT-2012,4.6,2.3,2.2,1.0,3.0,2.9,3.7,2.0,2.1,2.2,2.2,2.7,1.5,3.5,3.7,3.8,5.0,4.5,2.7,3.8,3.0,4.6,4.4,4.2
26-OUT-2012,5.1,4.6,3.2,4.7,3.1,3.7,3.8,1.6,1.4,1.3,1.7,3.0,3.6,2.2,3.2,2.2,2.2,2.2,3.4,2.8,2.5,3.3,3.3,3.2
27-OUT-2012,4.7,4.5,5.1,3.8,3.8,3.0,2.3,2.2,2.0,2.4,2.3,3.0,2.9,3.2,3.3,2.8,4.2,2.8,2.4,3.3,2.2,2.3,1.9,3.9
28-OUT-2012,3.4,4.1,4.0,3.3,3.7,2.7,1.3,1.6,1.5,1.4,3.4,3.8,3.4,2.5,2.8,3.3,4.2,2.8,2.0,1.9,2.2,1.0,2.4,3.1
29-OUT-2012,3.5,3.6,2.0,2.4,1.9,1.1,1.1,1.2,1.1,2.1,3.4,2.5,3.7,3.2,2.1,3.0,2.1,2.4,2.1,2.2,1.8,0.5,0.3,3.6
30-OUT-2012,1.6,1.5,3.6,2.0,2.8,1.6,2.3,1.3,1.9,0.9,1.0,1.9,2.0,1.6,2.6,3.8,1.8,2.8,2.3,1.8,1.3,4.9,4.0,1.7
31-OUT-2012,1.3,1.9,3.2,5.2,3.9,2.9,3.3,2.9,1.4,2.5,1.7,1.5,1.8,2.3,2.1,2.6,2.3,2.4,2.7,1.4,2.4,2.7,2.5,2.9
01-NOV-2012,2.3,2.3,2.4,2.1,3.4,0.7,4.4,2.9,2.1,3.2,3.0,3.0,2.6,3.1,2.8,2.5,2.1,3.1,4.7,4.0,5.2,4.9,3.5,1.4
02-NOV-2012,2.2,3.4,6.0,6.6,5.6,6.5,5.8,7.0,5.9,5.3,4.8,4.4,5.0,3.6,3.2,4.0,4.5,2.0,4.0,3.8,5.3,3.8,3.4,4.2
03-NOV-2012,4.1,5.4,5.3,1.4,1.4,3.8,3.6,4.1,4.6,3.9,3.0,3.1,4.2,2.7,3.6,2.7,2.7,4.3,3.4,5.8,5.0,4.2,5.1,5.7
04-NOV-2012,4.0,3.7,6.0,5.2,4.7,4.6,4.6,4.4,4.7,4.2,3.1,4.3,3.6,3.0,2.6,3.1,4.4,2.1,2.7,2.7,3.4,4.0,4.6,3.5
05-NOV-2012,3.1,3.5,7.2,4.7,4.6,4.3,5.3,5.1,3.2,5.0,5.2,3.6,2.8,3.3,3.1,3.0,3.0,2.2,1.8,1.9,3.4,4.8,5.1,3.7
06-NOV-2012,2.9,2.2,5.3,5.7,2.8,2.6,1.7,2.4,1.2,1.2,1.9,4.8,4.3,4.2,3.3,3.1,2.1,2.9,2.3,3.4,3.6,4.7,5.4,4.3
07-NOV-2012,1.9,6.2,3.4,4.0,4.2,1.9,2.5,3.0,1.4,3.1,2.8,2.6,2.1,2.8,2.2,2.6,1.7,2.1,2.4,2.9,1.9,3.9,1.2,1.9
08-NOV-2012,3.6,2.1,4.9,4.0,3.7,3.0,4.3,2.3,3.0,3.3,1.9,2.4,3.4,3.3,3.4,2.7,1.4,2.5,2.9,2.1,2.9,4.4,3.3,6.7
09-NOV-2012,2.1,1.5,1.7,3.5,1.9,1.4,1.5,2.6,1.9,1.3,2.2,2.8,2.0,2.8,2.5,2.6,3.1,2.9,2.1,2.7,2.5,3.1,2.8,4.4
10-NOV-2012,4.5,1.9,2.6,2.8,2.7,1.8,2.5,1.7,1.4,1.9,2.2,3.0,2.9,3.7,3.2,2.1,3.1,2.7,1.9,2.7,4.3,3.0,3.7,3.3
11-NOV-2012,3.1,3.4,3.7,4.8,1.4,3.0,2.7,3.5,1.4,1.3,2.4,4.4,3.1,3.8,2.7,2.9,3.1,4.0,1.6,2.4,2.2,0.5,0.9,1.1
12-NOV-2012,3.0,2.5,3.6,3.4,1.2,1.5,3.1,2.3,1.7,3.3,5.6,3.3,3.0,3.2,3.9,2.7,2.6,2.5,2.6,2.3,3.8,2.9,1.2,1.1
13-NOV-2012,2.7,2.9,5.4,3.4,2.4,1.3,0.9,3.4,3.2,2.5,1.6,2.1,2.1,2.2,2.9,1.9,2.6,3.0,1.7,3.3,1.9,1.0,0.9,1.5
14-NOV-2012,1.4,0.9,1.4,4.1,2.2,3.2,0.8,1.2,1.2,0.5,3.2,4.4,3.6,3.3,2.5,2.3,2.3,1.4,2.4,2.6,3.2,3.8,5.7,3.9
15-NOV-2012,3.3,1.1,2.0,6.2,4.0,4.8,4.4,3.9,3.1,4.9,4.2,4.0,3.6,3.4,2.7,2.4,2.4,2.0,2.3,2.5,4.3,4.1,2.8,3.1
16-NOV-2012,1.5,0.8,3.4,3.2,2.9,2.8,3.9,3.9,3.5,2.7,1.3,1.5,2.1,1.9,3.8,1.8,3.9,3.3,2.9,2.3,3.0,1.4,0.6,0.4
17-NOV-2012,0.7,2.2,3.1,3.8,4.0,1.4,3.2,4.7,3.4,2.5,1.5,1.5,2.9,2.1,2.2,2.7,2.8,2.7,3.7,2.8,0.9,1.7,1.8,1.3
18-NOV-2012,1.2,0.8,0.9,1.7,3.0,2.7,4.0,1.0,1.0,1.7,1.4,1.9,1.9,2.4,2.1,2.2,2.7,3.3,2.8,2.9,2.3,1.9,1.2,4.0
19-NOV-2012,4.0,3.4,4.1,3.0,3.5,2.6,2.9,2.7,2.7,1.9,3.8,3.4,2.9,3.6,3.2,3.8,3.9,4.2,3.5,2.2,3.4,5.0,4.7,3.5
20-NOV-2012,2.7,4.2,3.2,3.2,3.0,2.8,2.2,1.9,1.5,2.6,3.1,1.4,2.5,4.0,1.7,2.2,3.1,2.6,3.5,3.0,2.8,2.7,2.0,3.6
21-NOV-2012,1.9,1.6,3.5,4.5,4.8,1.7,3.4,1.4,1.6,1.8,3.4,2.7,1.6,2.4,2.6,2.8,2.1,2.8,1.8,2.4,1.5,0.7,0.9,1.1
22-NOV-2012,1.0,1.0,2.1,2.0,5.8,2.5,2.3,4.0,4.0,3.3,1.6,1.5,1.8,2.4,2.4,4.3,2.8,2.6,1.2,2.4,1.6,2.1,3.1,0.9
23-NOV-2012,0.8,2.1,1.8,2.6,2.3,1.7,3.0,3.5,2.1,1.5,3.0,3.4,1.5,2.4,3.4,2.5,3.0,3.7,3.9,4.6,2.8,2.8,2.7,3.0
24-NOV-2012,1.8,4.2,3.8,2.5,1.5,2.2,2.9,1.6,2.6,3.0,2.5,1.7,1.8,3.8,2.5,2.2,2.5,2.6,3.4,3.2,1.5,1.6,1.3,1.5
25-NOV-2012,1.5,1.5,1.6,3.7,2.6,1.7,3.1,4.5,1.2,1.2,2.7,3.7,3.5,3.0,2.8,2.4,2.3,3.0,2.4,2.6,3.5,4.3,4.4,5.5
26-NOV-2012,3.6,1.6,5.6,5.1,4.9,4.5,3.2,4.2,2.6,3.5,3.8,2.4,3.4,2.9,2.6,2.0,2.6,2.8,2.3,2.1,2.3,1.6,0.4,0.9
27-NOV-2012,0.8,4.2,5.3,3.5,3.3,3.3,4.5,1.8,1.9,2.8,3.0,3.5,2.9,3.1,3.9,3.4,1.5,3.8,2.8,1.3,1.5,0.4,0.2,0.9
28-NOV-2012,3.4,2.5,6.8,3.6,3.7,1.2,2.3,1.5,1.9,2.0,2.4,2.9,2.2,2.0,2.8,1.6,2.8,3.5,2.1,2.2,1.7,0.5,0.3,1.1
29-NOV-2012,1.9,1.8,4.0,3.7,2.4,2.5,2.5,2.3,1.7,2.3,1.2,2.2,2.4,1.9,2.8,1.7,1.8,1.4,1.5,2.7,0.9,0.6,0.4,1.6
30-NOV-2012,2.7,3.3,1.2,1.0,2.3,2.7,2.0,2.3,2.1,2.5,1.0,2.0,2.5,2.7,3.2,2.5,3.8,4.6,3.3,3.7,2.7,1.6,0.8,1.6
01-DEZ-2012,0.5,3.4,2.1,2.4,2.4,1.8,2.2,1.2,1.3,3.6,2.4,3.2,2.9,3.1,3.9,3.5,2.7,3.5,2.2,2.4,3.3,3.5,1.8,3.1
02-DEZ-2012,2.8,6.0,4.5,3.6,3.2,2.4,2.7,2.9,2.8,2.2,2.2,1.8,2.9,3.2,4.0,4.0,3.0,3.1,3.2,3.1,2.3,2.2,2.2,2.5
03-DEZ-2012,3.7,2.2,3.8,2.8,2.5,2.1,1.7,2.1,2.0,1.3,3.4,4.0,3.3,3.7,2.2,3.4,3.2,3.3,1.7,1.9,2.8,1.3,3.2,2.9
04-DEZ-2012,1.2,0.8,2.9,3.0,3.3,2.2,2.1,1.8,2.1,1.9,2.3,2.2,1.7,2.9,2.5,2.3,2.5,2.1,4.0,2.6,4.2,3.0,2.7,2.7
05-DEZ-2012,2.8,4.1,2.1,2.6,1.7,2.4,2.7,2.8,3.4,3.3,3.6,1.5,3.2,3.0,2.8,2.8,3.2,3.4,3.1,3.8,1.5,1.5,1.2,0.5
06-DEZ-2012,0.9,5.6,4.6,2.9,2.4,2.7,2.3,2.4,1.8,2.1,2.1,2.9,3.3,3.0,2.6,2.5,2.3,2.4,4.0,3.2,2.5,1.0,1.5,0.9
07-DEZ-2012,3.7,2.9,3.3,5.7,5.2,3.2,3.3,1.1,1.1,1.3,1.2,3.7,1.9,4.4,3.3,3.2,2.5,3.8,2.3,3.1,2.0,1.9,1.1,1.2
08-DEZ-2012,1.3,3.2,2.7,1.8,2.6,3.9,2.1,1.5,2.6,1.5,3.3,2.1,3.5,2.7,3.3,2.8,1.8,2.6,2.0,2.1,2.3,1.9,4.3,4.0
09-DEZ-2012,1.7,1.4,2.8,4.2,2.8,2.2,1.5,1.7,2.0,2.6,2.4,2.0,2.3,1.9,3.2,2.2,2.8,1.7,1.8,3.3,5.4,3.4,2.1,3.6
10-DEZ-2012,2.2,2.0,1.7,2.2,2.3,2.0,0.9,2.5,1.2,1.2,1.5,1.4,2.2,1.1,1.5,2.3,2.2,1.4,2.5,1.1,1.6,0.5,0.8,0.9
11-DEZ-2012,1.1,1.2,1.2,2.5,1.6,3.4,3.2,2.7,2.6,2.8,1.1,1.6,1.5,2.1,3.1,1.8,1.2,3.6,2.3,1.9,1.3,0.6,0.5,2.8
12-DEZ-2012,2.4,1.0,2.3,2.5,1.8,3.3,2.7,3.2,2.6,2.7,0.8,2.3,2.5,1.8,1.9,2.2,3.3,1.9,2.0,1.6,2.3,1.9,0.5,2.0
13-DEZ-2012,2.2,1.6,2.5,3.8,2.7,2.3,2.8,3.3,1.8,2.6,3.1,2.2,2.1,2.6,2.3,2.8,4.0,2.8,3.8,3.7,1.4,0.5,0.6,1.7
14-DEZ-2012,2.8,3.3,2.2,2.8,2.0,2.2,2.1,1.0,2.0,2.8,2.6,2.0,3.3,3.3,4.6,4.0,1.9,3.9,3.8,2.4,3.7,1.9,0.5,1.0
15-DEZ-2012,1.2,1.8,1.4,2.8,3.0,2.7,1.4,1.7,1.8,1.6,1.8,1.4,2.7,3.7,3.6,2.9,2.6,3.7,2.7,2.9,2.0,1.9,2.6,2.1
16-DEZ-2012,4.7,4.7,2.6,2.3,3.1,2.6,2.1,2.8,1.9,2.0,1.7,1.1,2.6,3.3,3.1,2.6,1.9,2.9,2.8,2.3,1.1,1.8,2.7,1.5
17-DEZ-2012,2.9,2.1,1.5,2.2,4.0,1.5,1.1,1.1,1.8,1.4,1.8,2.2,1.5,1.5,3.0,2.0,3.2,2.0,2.3,2.0,4.8,2.9,1.7,0.8
18-DEZ-2012,1.8,2.4,0.9,1.1,3.1,0.7,1.1,0.7,1.0,1.3,0.6,2.9,1.9,2.2,1.3,2.0,3.0,3.7,2.3,1.5,2.8,3.5,1.4,1.0
19-DEZ-2012,0.3,0.4,0.4,2.7,4.5,4.1,4.1,3.5,2.7,1.7,0.7,1.8,2.1,1.9,3.2,2.8,1.8,3.4,2.9,2.1,1.6,1.2,0.5,2.4
20-DEZ-2012,1.7,2.6,2.1,5.9,5.2,2.8,2.2,1.8,2.9,2.6,2.9,2.5,1.5,1.9,1.4,2.9,2.6,4.0,2.8,3.6,2.4,2.5,1.5,2.9
21-DEZ-2012,2.1,1.6,2.5,2.2,2.2,3.1,1.9,2.1,1.8,1.8,3.6,2.7,3.0,4.2,2.7,3.9,2.8,3.3,3.4,3.0,2.4,1.8,1.9,3.4
22-DEZ-2012,3.2,2.3,3.3,3.0,2.5,1.8,2.2,1.6,1.6,1.7,2.6,2.9,2.8,2.2,2.1,3.5,4.3,1.6,2.1,1.9,2.4,1.2,1.9,3.9
23-DEZ-2012,1.9,2.5,2.1,4.3,2.8,0.9,1.1,1.4,3.1,2.4,2.3,2.7,2.6,2.1,2.3,3.2,3.1,3.2,2.7,2.4,2.4,3.5,2.8,2.5
24-DEZ-2012,2.3,3.7,1.8,2.6,2.7,1.4,1.3,3.0,1.9,1.1,4.3,2.6,2.9,3.1,3.5,1.5,1.9,1.5,3.6,2.3,2.5,3.1,1.4,1.8
25-DEZ-2012,1.9,2.0,1.3,1.7,2.7,2.3,2.6,1.1,0.8,0.8,1.5,3.9,2.7,2.5,2.7,1.9,2.4,2.9,2.4,1.9,3.0,2.5,2.0,3.6
26-DEZ-2012,1.5,1.9,2.5,3.7,2.5,1.6,1.8,1.8,0.9,1.5,1.5,1.6,2.0,2.4,2.4,2.8,3.1,2.1,2.2,1.6,1.3,1.0,4.9,3.0
27-DEZ-2012,1.6,0.5,2.4,1.6,1.2,3.5,2.0,1.7,3.4,2.7,2.1,2.1,2.6,1.8,3.5,2.6,2.6,3.9,1.4,2.3,1.7,1.3,0.3,1.2
28-DEZ-2012,1.9,1.2,2.2,3.0,3.0,2.7,2.6,3.3,2.8,1.2,2.3,2.6,1.2,3.2,2.3,3.0,3.1,2.2,3.5,2.0,2.1,3.1,2.3,1.4
29-DEZ-2012,1.8,3.0,2.9,5.2,1.9,2.5,3.5,1.1,2.5,0.8,3.1,3.4,3.8,2.8,2.5,1.8,3.7,5.4,3.4,2.8,4.4,4.6,4.4,4.2
